company_name,category,address,phone
hornell city school district,community center | other schools | elementary schools | schools,"united states, us, new york, hornell, 14843",+16 073-242-633
horror escape,playgrounds,"canada, ca, british columbia, victoria, v8w 3e2",+17 782-657-9950
horse hill berry farm,agriculture & farm associations | farms & agriculture production | healthy food restaurants,"canada, ca, alberta, gibbons, edmonton, t5y 6p1",+17 802-454-9300
horse in hand ranch,livestock & animal raising,"canada, ca, alberta, blackfalds, lacombe, ",+14 035-503-4400
horse therapy centre of canada,psychologists & counseling services | alternative therapy | farms & agriculture production,"canada, ca, ontario, whitchurch-stouffville, stouffville, l4a 7x4",+16 473-905-3970
horseback adventures,travel agencies | airline companies | farms & agriculture production,", ca, , , ",+17 808-654-7770
horses atelier,fashion designers | clothing stores,"canada, ca, ontario, toronto, m6j 2n6",+14 165-049-5550
horseshoe tavern,pubs & bars | events venues,"canada, ca, ontario, toronto, m5v 2a2","+14 165-984-2260, +14 165-982-162"
horsham college,high schools | other schools,"australia, au, victoria, horsham, 3400, victoria",+61 353-817-100
horwath htl,business consulting,"rwanda, united states, , new york, kigali, new york, kigali, 30346",+16 467-222-934
hosack denture clinic,dentists & dental clinics,"canada, ca, alberta, lethbridge, t1j 2e3",+14 033-277-244
hosting controller,software development services,"canada, ca, ontario, mississauga, l5b 3c2","+16 477-990-333, +16 477-991-0000"
hosty hauling,buses | trucking and logistics | shuttles & local transit,"canada, ca, ontario, burlington, l7p 4s7",+19 055-167-615
hot pop factory,welding services | tech companies | commercial printing,"canada, ca, ontario, toronto, m5t 2c7",+14 163-066-468
hotel colessio,hotels,"united kingdom, gb, scotland, stirling, fk8 1du",+44 178-644-8880
hotel icon,hotels,"hong kong, hk, kowloon city, kowloon, tsimshatsui, ",+85 234-001-000
hotel jerom,hotels,"belgium, be, flanders, kalmthout, 2920","+32 323-455-76, +32 330-482-10"
hotel restaurant mathildenhof,hotels,"germany, de, north rhine-westphalia, pulheim, 50259",+49 223-480-36620
hotelbeds,industrial machinery & supplies | travel agencies,"malaysia, spain, france, fr, es, baleares, kuala lumpur, ile-de-france, paris, palma de mallorca, kuala lumpur, 07007, 75009","+34 871-180-153, +34 971-178-8000"
hotlines signs and designs,signs & commercial screens | packing & crating,"canada, ca, alberta, airdrie, calgary, ",+15 873-525-3300
hotworx,gyms | fitness & health centers | yoga studios,"united states, us, oklahoma, colorado, mississippi, arkansas, gulfport, norman, denver, rogers, 73072, 39507, 80202","+15 043-615-550, +17 204-645-005, +12 282-657-4550, +14 053-102-262"
houghton lake public library,legislative & government institutions | libraries | executive,"united states, us, michigan, houghton lake, 48629",+19 893-669-2300
hounds of erie winery,wine shops & wineries,"canada, united kingdom, ca, ontario, england, port rowan, reach, 1c0",+15 194-209-097
hour translation services,language & speaking schools,"united states, us, texas, houston, addison, 77006, 75001","+17 135-893-112, +12 145-500-1510"
house and home minders,pet boarding & sitting | pet shops,"canada, ca, ontario, toronto, m4k 1c5",+14 167-787-1750
house of hair,hair salons | beauty salons - equipment & supplies | beauty salons | barber shops,"canada, united kingdom, ca, ca, gb, ontario, england, gateshead, brampton, brantford, halesowen, b62 9hz, n3t 0e9, l6w 2b6, ne8 3qp","+44 191-477-2999, +19 054-530-3630, +15 197-534-2470, +44 752-881-1035"
house of mandi,restaurants | middle eastern restaurants,"canada, ca, ontario, ottawa, k1v 8s4",+16 137-373-200
house of paws pet boutique,pet shops,"canada, ca, saskatchewan, regina, s4v 3t6",+13 065-377-2970
house of plants,florists | plant nurseries & stores,"canada, ca, ontario, nepean, ottawa, k2e 8a5",+16 135-180-4590
house of targ,restaurants | arcades & amusement parks | pubs & bars,"canada, ca, ontario, ottawa, k1s 3w9",+16 136-808-2740
house of thunder,clothing stores | motorcycle dealers & rentals,"canada, ca, alberta, camrose, t4v 0z6",+17 806-082-0000
houseboat adventures,boat rental & chartering services,"canada, ca, ontario, kenora, keewatin, p9n 1t4","+18 002-536-672, +18 075-432-911"
houston graphic signs,signs & commercial screens | fashion designers | commercial printing,"united states, us, texas, houston, 77084",+17 132-448-7040
houston sign,graphic design | signs & commercial screens | packing & crating,"canada, ca, british columbia, victoria, v9a3y9",+12 503-859-9930
how to project,industrial machinery & supplies,"canada, ca, us, ontario, pickering, l1w 6w9",+18 884-278-0330
howard and associates psychological services,psychologists & counseling services,"canada, ca, alberta, sherwood park, t8a 4c8, t8a 3x3",+17 805-701-2300
howard smith wharves,museums & art galleries | bakeries & desserts | monuments & memorials | events venues,"australia, au, queensland, brisbane, 4000",+61 731-889-090
howard university hospital,clinics - surgeons & physicians,"united states, us, district of columbia, washington, 20001",+12 028-656-1000
howardsville christian school,high schools | other schools,"united states, us, michigan, marcellus, 49067",+12 696-469-3670
howe independent school district,other schools,"united states, us, texas, howe, 75459",+19 037-454-0000
howes lawn and landscape,home builders & renovation contractors | landscaping & lawn services,"canada, ca, ontario, clinton, n0m1l0",+15 194-829-0580
howes your yard,construction services,"canada, ca, ontario, port hope, l1a 3v5",+19 053-965-3300
hoxton garden primary school,community center | primary schools,"united kingdom, gb, england, london, n1 5jd",+44 207-739-8591
hq healthquest,acupuncture clinic,"canada, ca, ontario, toronto, m4w 2h2",+14 169-236-661
hq nutrition,,"canada, ca, ontario, windsor, n8x 4j7","+15 199-153-6620, +15 199-999-999"
hq style lounge,hair salons | beauty salons,"canada, ca, manitoba, winnipeg, r2m 3e2",+12 044-142-1190
hr immigration,industrial machinery & supplies | business consulting | general practice attorneys,"canada, ca, ontario, mississauga, l5c 4p8",+16 479-472-777
hr quality homes,motor homes | trailers & rvs - dealers & rentals | home builders & renovation contractors,"canada, ca, ontario, timmins, ",+17 052-625-4990
hrg employment,employment agencies & hr consulting | industrial machinery & supplies,"canada, ca, ontario, mississauga, l4t 3x1",+19 054-992-9660
hrim wellness,clinics - surgeons & physicians,"canada, ca, ontario, north york, toronto, ",+14 166-459-1000
hrm photography,photographers & photographic studios,"canada, ca, ontario, london, n6b 2a5","+14 168-769-641, +15 199-368-9770"
hs moving services,,"canada, ca, british columbia, richmond, v7c 4c2",+16 043-776-7450
hsba tax services,accounting & bookkeeping services | banks & atms | investment consultants & financial advisors,"canada, ca, ontario, brampton, l6s 0e7","+64 772-052-78, +16 477-205-2780"
hsuan chuang university,colleges & universities,"taiwan, tw, , , ",+88 635-302-255
hub machinery movers,movers & heavy transportation | carriers & brokers | other engineering services,"canada, ca, ontario, nepean, k2e 6t8",+16 138-211-8810
hub technology solutions,computer repair & service,"canada, ca, manitoba, winnipeg, r3e 3h4","+18 338-470-7250, +12 047-728-822"
hubbard pharmacy,drug stores & pharmacies,"canada, ca, ontario, st. marys, n4x 1b6",+15 192-841-3800
huber window cleaning,office & industrial cleaning | other engineering services | handyman services | window cleaning service,"canada, ca, ontario, guelph, oakville, n1h 2y6",+15 198-362-0000
hubers lone pine lodge,hunting & fishing - services & supplies,"canada, ca, ontario, wabigoon, ","+18 006-652-257, +18 079-386-474"
hudson area schools,community center | elementary schools | middle schools,"united states, us, michigan, hudson, 49247",+15 174-488-9120
hudson athletic recruiting,community center | high schools | elementary schools | social services & ngos,"canada, ca, alberta, calgary, ",+12 898-127-205
hudson bay distillers,distilleries & malt processing | bakeries & desserts | beer & liquor stores,"canada, ca, saskatchewan, landis, ","+13 067-151-400, +17 808-380-2650"
hudson college,,"canada, ca, ontario, toronto, ",+14 166-310-0820
hudson fine homes,real estate - agents & managers | home builders & renovation contractors,"canada, ca, alberta, calgary, ",+14 038-016-2950
hudson institute of medical research,colleges & universities | medical research | aircraft parts & services,"australia, au, victoria, clayton, melbourne, 3168, victoria",+61 385-722-7000
hudson rpo,business consulting | employment agencies & hr consulting | recruitment & job listing services,"united kingdom, united states, , illinois, scotland, denver, edinburgh, 80237",+13 127-954-275
hudson supplies,florists | nurseries & plant stores,"canada, united states, ca, quebec, arkansas, saint-laurent, cord, h4r 2k3","+15 143-375-005, +18 885-999-9590"
hudson technology,business consulting | computer stores | computer repair & service,"canada, ca, ontario, toronto, m5a 4n3",+18 779-084-040
hudsons canadas pub,barbecue restaurants | pubs & bars,"canada, ca, alberta, lethbridge, calgary, t1j 0c7, t2y 3s5","+14 039-427-999, +14 034-573-3990, +17 807-010-190"
huertas college,colleges & universities | elementary schools,"united states, puerto rico, pr, pennsylvania, philadelphia, caguas, 00725",+17 877-461-4000
huevos gourmet,restaurants | latin american restaurants,"canada, ca, ontario, mississauga, l5g 1g8","+19 052-741-3940, +14 165-034-313"
hugger covers,fabric-based home goods,"canada, ca, ontario, bolton, l7e 5c1","+18 774-826-837, +19 058-571-800"
hugh baird college,colleges & universities,"united kingdom, gb, england, liverpool, maghull, l20 7ew",+44 151-353-4444
hugh munro construction,industrial machinery & supplies,"canada, ca, manitoba, winnipeg, r3p 2s2",+12 042-249-2180
hughes lake heating,heating & air conditioning | general contractors | home builders & renovation contractors,"canada, ca, ontario, magnetawan, ","+17 056-275-846, +17 057-187-2810"
hughes motor products,business consulting | automobile dealers & manufacturers | car washes,"canada, ca, ontario, toronto, etobicoke, m8z 2g9",+14 162-521-100
huinink infrastructure,industrial machinery & supplies,"canada, ca, ontario, concord, l4k 3r3",+18 886-706-616
huis design studio,decorators & interior designers,"canada, ca, ontario, brampton, l6z 4n5",+18 334-564-847
huis ter leede,nursing & personal care,"netherlands, nl, provincie utrecht, utrecht, leerdam, 4143",+31 345-614-2410
huis van de nijmeegse geschiedenis,museums | social services & ngos,"netherlands, nl, provincie gelderland, nijmegen, 6511",+31 243-293-699
huis wontons,restaurants | asian restaurants,"canada, ca, alberta, sherwood park, t8h 2a3, t8h 1s5",+17 804-493-6880
huisartsenpraktijk de vecht,clinics - surgeons & physicians | home health care,"netherlands, nl, groningen, groningen, 9725 cw",+31 505-259-4990
hult international business school,legislative & government institutions | executive,"united kingdom, united states, us, massachusetts, england, cambridge, san francisco, london, 94111, 02141",+16 177-461-9900
human bean coffee and tea,coffee & tea shops | restaurants,"canada, ca, manitoba, winnipeg, r3c 3p5, r3c 4a5",+12 046-157-5750
humania assurance,insurance -  agents | carriers & brokers,"canada, ca, us, quebec, saint-hyacinthe, j2s 7c8, j2s 2z6",+18 007-738-404
humanity first canada,social services & ngos,"canada, ca, ontario, concord, l4k 4a3",+14 164-400-3460
humber bay physio,chiropractors | massage therapists | sports medicine & physical therapy | clinics - surgeons & physicians,"canada, ca, ontario, toronto, etobicoke, m8v 0b3","+14 163-521-204, +16 473-529-4440"
humber bay sailing centre,sailing club,"canada, ca, ontario, toronto, etobicoke, m8v 3x7","+14 162-524-2720, +12 318-302-100"
humber bay veterinary hospital,veterinarians & animal hospitals | clinics - surgeons & physicians,"canada, ca, ontario, toronto, m8v 0b3",+16 474-797-719
humber valley dental,dentists & dental clinics,"canada, ca, ontario, bolton, l7e 1c1, l7e 5t3",+19 058-573-3980
humbertown orthodontics,orthodontists,"canada, ca, ontario, etobicoke, m9a 3t7",+14 162-314-313
humberview mobility,medical supply retailers | automobile dealers & manufacturers,"canada, ca, ontario, woodstock, north york, ","+18 777-220-659, +14 162-885-4770"
humberwood tax services,tax preparation | accounting & bookkeeping services | investment consultants & financial advisors,"canada, ca, ontario, toronto, etobicoke, m9w 0e1",+16 472-950-5450
humble and frank foods,pizza & italian restaurants | bakeries & desserts,"canada, ca, british columbia, victoria, v8w 0b6",+18 449-486-253
humboldt electric,industrial machinery & supplies,"canada, ca, saskatchewan, saskatoon, s7p 0c7",+13 066-656-5510
humboldt public library,legislative & government institutions | libraries | executive,"united states, us, tennessee, iowa, humboldt, 38343, 50548","+17 317-840-582, +17 317-842-3830, +15 153-321-925"
hume cement sdn bhd,industrial machinery & supplies | asphalt & paving products,"malaysia, my, selangor, petaling jaya, 46100",+60 378-669-000
hume city council,legislative & government institutions | executive,"australia, au, victoria, broadmeadows, 3047, victoria","+61 393-566-800, +61 392-052-200"
hummarh autos,automobile dealers & manufacturers | auto parts store,"canada, ca, ontario, st. catharines, l2s 2e2",+16 477-816-4410
hummingbird cleaning services,window cleaning service | housekeeping services,"united states, us, colorado, wheat ridge, 80033",+17 207-254-463
hummingbird sewing,appliance stores,"canada, ca, ontario, barrie, l4n 5m3",+17 057-264-5100
humphreys appraisal services,real estate valuations & home inspection,"canada, ca, ontario, hamilton, l8n 1l3",+19 055-296-5300
humphries printing,business consulting | commercial printing,"canada, ca, alberta, calgary, t2c 3e5",+14 032-554-5000
hungry eyes media,radio & television production,"canada, ca, ontario, toronto, m6g 2b4","+14 166-546-2220, +14 166-541-551"
hungry plumbers,general contractors | plumbing services | damage restoration & mold remediation | heating & air conditioning,"canada, ca, alberta, edmonton, ",+15 874-000-3090
hunsley primary,middle schools | community center,"united kingdom, gb, england, brough, hull, hu15, hu15 1xb",+44 148-233-0883
hunt investigations,detectives & investigation services | investment consultants & financial advisors,"canada, ca, ontario, kingston, ottawa, k7l 5s9","+16 138-005-3530, +16 137-994-626"
hunt solutions group,tax preparation | travel agencies,"canada, ca, ontario, bowmanville, peterborough, l1c 4z4, k9j 1v9","+12 899-276-363, +19 056-234-143"
hunter aerospace,aircraft parts & services | airline companies,"australia, au, new south wales, rutherford, 2320",+61 249-320-000
hunter motors,auto parts & repair shops,"canada, ca, alberta, athabasca, t9s 1n1",+18 557-783-322
hunters hill council,legislative & government institutions | auto services | executive,"australia, au, new south wales, hunters hill, 2110",+61 298-799-400
hunters print and copy,commercial printing,"canada, ca, alberta, morinville, t8r 1p8",+17 809-398-8820
huntington learning center, | tutoring & courses | community center | learning,"united states, us, tennessee, texas, alabama, california, houston, hendersonville, san francisco, mobile, 37075, 36695, 94118","+18 002-265-327, +12 515-259-239, +16 158-519-0990"
hurivan,heating & air conditioning,"belgium, be, flanders, tielt, 8700",+32 514-071-84
hurlyvale primary school,primary schools | elementary schools,"south africa, za, gauteng, edenvale, 1609",+27 114-538-870
huron perth trailers,motor homes | automobile dealers & manufacturers | trailers & rvs - dealers & rentals,"canada, ca, ontario, exeter, ",+15 192-353-8050
huron pest control,pest services & agricultural chemicals | home builders & renovation contractors,"canada, ca, ontario, grand bend, lambton shores, ",+15 198-682-8470
huron water,water supply & water treatment | salvage merchandise & thrift store,"canada, ca, ontario, goderich, n7a 4k4",+15 195-246-9290
huronia land conservancy,animal preservation & wildlife control | social services & ngos,"canada, ca, ontario, midland, l4r 4k6",+16 479-877-2680
hurst and hurst estates,home builders & renovation contractors,"united kingdom, gb, england, lymington, so41 3ba",+44 159-067-18980
hurst bakery,bakeries & desserts,"canada, ca, ontario, aurora, l4g 1p3",+19 058-410-2780
hurst marina,boats & yachts dealers | boat tours & cruises | sports medicine & physical therapy | boats & yachts - dealers & supplies,"canada, ca, ontario, manotick, ottawa, k4m 1b4",+16 136-921-2340
hurtowniaprzemyslowapl,other engineering services | catering & delivery | malls & shopping centers | appliance stores,"poland, pl, lesser poland, klucze, ",+48 683-817-000
hurtwood park polo club,dance clubs & night clubs | events venues | wedding venues,"united kingdom, gb, england, ewhurst, cranleigh, gu6 7sw",+44 148-327-28280
hush,spa & wellness centers,"united kingdom, united states, us, gb, iowa, england, robertsbridge, des moines, 50310, tn32 5ae","+44 158-038-89060, +15 154-237-631"
husky injection molding systems,industrial machinery & supplies | plastics products,"canada, ca, ontario, bolton, l7e 1c6, l7e 5s5","+17 084-799-049, +19 059-515-0000"
husky lawn care,landscaping & lawn services | home builders & renovation contractors,"canada, ca, ontario, newmarket, l3x 0j4",+12 895-000-044
huskynova kitchen cabinets refacing,cabinet makers | home builders & renovation contractors,"canada, ca, british columbia, vancouver, v5p 2p1",+17 782-329-7460
husqvarna group,business consulting,"germany, united states, sweden, se, de, north carolina, baden-wurttemberg, stockholm, ulm, charlotte, stockholm, 89079, 111 53",+46 361-465-000
hut architecture,architects & architectural services,"canada, ca, quebec, montreal, ","+15 143-603-2020, +15 145-730-366"
hutch cafe,coffee & tea shops | restaurants,"canada, ca, alberta, calgary, t2p 5n1",+14 034-548-8230
hutchings safety services,occupational health | ambulances & rescue squads,"canada, ca, alberta, calgary, ",+14 032-268-5340
hutchinson farm,farms & agriculture production,"canada, ca, ontario, burlington, l7m 0r3",+19 053-352-515
hutchinson farm supply,farm equipment | sporting goods store,"canada, ca, ontario, whitchurch-stouffville, stouffville, l4a 3b3",+19 056-402-6920
hutchinson plumbing,heating & air conditioning | home builders & renovation contractors | plumbing services,"canada, ca, ontario, kingston, ",+16 133-299-5710
hutchs transmission service,auto parts store | auto services | automobile dealers & manufacturers | auto parts & repair shops,"canada, ca, ontario, london, n5w 5k5",+15 194-534-3180
hutt valley district health board,clinics - surgeons & physicians | dentists & dental clinics | auto services | psychologists & counseling services,"new zealand, nz, wellington, lower hutt, 5010",+64 456-669-99
hvac air systems,appliance repair & maintenance | heating & air conditioning | home builders & renovation contractors,"canada, ca, ontario, nobleton, ","+14 165-615-1800, +16 475-352-821"
hvac mechanical systems,appliance repair & maintenance | heating & air conditioning | home builders & renovation contractors,"canada, ca, ontario, newmarket, etobicoke, vaughan, m9v 3l6, l4l1e8","+16 474-044-4610, +19 056-054-822"
hvac to go supply,heating & air conditioning | malls & shopping center | malls & shopping centers,"canada, ca, ontario, concord, l4k 5v4",+19 057-615-926
hwy  auto collision,auto body shops | auto services | auto parts & repair shops,"canada, ca, ontario, north york, toronto, m9l 1v2",+14 167-481-8240
hybrid electric,industrial machinery & supplies | electrical & wiring contractors | lighting stores,"canada, ca, saskatchewan, regina, s4n 7l2, s4n 0e7",+13 065-528-8040
hybrid pharm,drug stores & pharmacies,"canada, ca, ontario, ottawa, k1z 6x6",+16 136-954-9230
hycor services,garbage collection & waste disposal,"canada, ca, ontario, komoka, ","+15 196-572-149, +15 198-590-9010"
hyde artisan leather,leather processing | malls & shopping center,"canada, ca, saskatchewan, regina, s4t 1p9",+13 065-290-3890
hydralab,computer stores | business consulting | packing & crating,"canada, ca, quebec, quebec, g1k 3b9","+18 333-001-048, +14 185-227-839"
hydraquip,pumps & hydraulics manufacturing,"united kingdom, gb, england, canterbury, rochester, ct3 3je",+44 130-484-0650
hydraskin medi spa,plastic surgery clinics,"canada, ca, ontario, whitby, l1p 0a4",+12 899-285-5280
hydraulique martin,pumps & hydraulics manufacturing | other engineering services | industrial machinery & supplies | malls & shopping center,"canada, ca, quebec, quebec, g0z 1e0","+18 192-254-6510, +18 882-259-111"
hydrauliques continental,business consulting | industrial machinery & supplies,"canada, ca, quebec, montreal, ","+18 002-261-601, +15 146-481-6010"
hydro combustion,heating & air conditioning,"canada, ca, quebec, verdun, montreal, h4h 1m8",+14 506-285-060
hydro restauration,business consulting | office & industrial cleaning,"canada, ca, quebec, mascouche, laval, ",+15 148-384-298
hydroculture emporium,garden equipment & supplies | hardware stores,"canada, ca, ontario, ottawa, k2b 8j7",+16 137-159-4720
hydroexperts ensemencement,other engineering services | garden equipment & supplies | landscaping & lawn services,"canada, ca, quebec, varennes, j3x 2h6","+14 185-108-200, +15 146-058-2000"
hydroflo plumbing and heating,heating & air conditioning,"canada, ca, alberta, edmonton, t6e 0e4",+17 802-032-2300
hydrogen creative,digital & marketing agencies | business consulting | market research & opinion polling,"canada, ca, ontario, thornhill, l4j 0a7",+19 055-320-6650
hydroponics club canada,garden equipment & supplies,"canada, ca, quebec, saint-laurent, laval, h4r 1v8, h7l2z9",+18 667-472-5820
hydrotech hydroponics,clothing stores | farms & agriculture production | garden equipment & supplies,"canada, ca, ontario, markham, l3p 3p2","+14 162-674-7690, +19 052-019-939"
hygiene depot,salvage merchandise & thrift store | cleaning equipment & supplies,"united kingdom, gb, england, bristol, bs31 1su",+44 117-946-19600
hygienik canada,malls & shopping center,"canada, ca, us, quebec, quebec, g2c 1x1",+14 188-451-2450
hyland cinema,cinemas & video theaters,"canada, ca, ontario, london, n6j 2l4",+15 199-130-3120
hype dance,adult entertainment clubs | dance schools | dance studios & schools,"canada, ca, british columbia, kelowna, v1y 6l8",+17 782-151-3030
hype food,restaurants | bakeries & desserts,"canada, ca, ontario, toronto, m4m 1z8",+14 168-407-430
hyper,web development agencies | graphic design,"canada, ca, quebec, quebec, g1l 4l9",+14 186-555-5270
hyper hounds dog training,animal training,"canada, ca, alberta, calgary, t2h 2j7",+15 878-880-3590
hypnose communications,packing & crating,"canada, ca, quebec, sainte-therese, j7e 1x1",+15 142-254-1030
hyundai longueuil,automobile dealers & manufacturers | car rental | auto services,"canada, ca, quebec, longueuil, j4g 1a5","+14 506-702-0800, +18 339-310-191"
i do business,telemarketing & call centers,"canada, ca, ontario, saskatchewan, woodville, saskatoon, ",+17 059-285-653
i heart heating,home builders & renovation contractors,"canada, ca, ontario, toronto, m6p 1g4",+14 165-619-1810
iacoca blue advertising,digital & marketing agencies,", ca, , , ","+15 874-877-6660, +17 802-663-014"
ian moxon architect,architects & architectural services,"canada, ca, alberta, lethbridge, medicine hat, t1j 2l2",+14 039-298-900
iandf design,florists | salvage merchandise & thrift store,"canada, ca, ontario, windsor, n8w 1c4",+15 192-531-1230
iands bbdo,industrial machinery & supplies | digital & marketing agencies | auto services,"japan, jp, tokyo, tokyo, ","+62 362-218-523, +81 362-218-5850, +81 664-481-501"
iarov elite gymnastics,gymnastics | sports medicine & physical therapy,"united states, us, texas, dallas, farmers branch, 75248","+14 695-471-505, +19 728-669-6420"
iava wellness,spa & wellness centers,"canada, ca, alberta, edmonton, t6b 2l5",+17 807-619-3430
ibead,fabric-based home goods | hobby shops | salvage merchandise & thrift stores,"united states, ca, indiana, brazil, ","+17 056-940-0650, +18 772-242-323"
ic tile,construction services | general contractors | home builders & renovation contractors | bath refinishing & remodeling | marble | granite & stone products,"canada, ca, alberta, sherwood park, t8a 0m5",+17 807-109-6550
icare appliance repair,appliance repair & maintenance,"canada, ca, ontario, north york, ",+16 473-702-8280
icare family vision and eyecare,glass & mirror stores | ophthalmologists,"canada, ca, alberta, stony plain, t7z 2w7",+17 809-683-0300
ice castles,adult entertainment clubs,"united states, us, utah, wisconsin, lake geneva, midway, 53147",+18 884-074-054
ice dreams skating academy,golf courses & country clubs,"canada, ca, ontario, thornhill, bradford, l4j 8x9","+18 777-093-511, +19 057-093-5110"
ice mechanical services,appliance repair & maintenance | heating & air conditioning | home builders & renovation contractors,"canada, ca, ontario, kitchener, n2n 3c7",+15 195-029-0840
ice nail spa,beauty salons,"canada, ca, ontario, scarborough, m1l 4w1","+34 671-384-440, +14 167-928-255"
ice river films,video and audio production,"canada, ca, manitoba, winnipeg, r3b 2j4",+12 042-904-2290
ice towing,towing wrecking & roadside assistance,"canada, ca, alberta, edmonton, t5s 2a4",+17 806-901-2030
icforming,construction services | building material manufacturers | general contractors,"canada, ca, alberta, ardrossan, rocky view, ",+17 809-225-5510
ichabods escape,playgrounds | party rentals,"canada, ca, ontario, london, n6a 3c2",+15 196-015-040
icn business school,professional & management training | adult education schools,"france, fr, grand est, ile-de-france, nancy, paris, 54000",+33 354-502-5000
icon architects,architects & architectural services,"canada, ca, ontario, toronto, scarborough, ",+14 162-240-5050
icon dance,dance studios & schools,"canada, ca, alberta, calgary, t2x 4a7",+14 032-301-0110
icon energy services,industrial machinery & supplies | other engineering services | machinery parts manufacturer,"canada, ca, alberta, red deer county, red deer, t4e 0a1",+14 033-402-2250
icon fitness,,"canada, ca, ontario, smithville, ",+19 059-574-2660
icon legacy hospitality,industrial machinery & supplies | restaurants,"canada, ca, ontario, toronto, m6j 2l7, m5v 1e9",+14 163-679-000
icon process controls,other engineering services | industrial machinery & supplies | machinery parts manufacturer,"canada, france, ca, ontario, grand est, pure, oakville, l6m 2g2",+19 054-699-2830
icon tinting and graphics,auto services | auto parts store | packing & crating,"canada, ca, alberta, calgary, t2e 6t5",+14 032-910-6160
icon yachts,,"netherlands, nl, friesland, harlingen, ",+31 517-494-600
iconic cabinets,kitchen furniture & equipment,"canada, ca, alberta, edmonton, t6e 5p9",+17 804-289-6630
iconic consulting group,other engineering services | auto services,"united states, us, texas, houston, dallas, 75234",+12 147-053-765
iconic driveline solutions,auto services | auto parts & repair shops,"canada, ca, alberta, acheson, edmonton, ",+17 809-962-3060
iconic electric and controls,electrical & wiring contractors | industrial machinery & supplies,"canada, ca, alberta, calgary, red deer, t4n 1c2, t2c 3e5","+14 039-861-288, +14 032-401-233"
iconic paving,home builders & renovation contractors | asphalt & paving services,"canada, ca, ontario, woodbridge, ","+14 169-012-255, +14 162-588-9080"
iconic print,commercial printing,"canada, ca, alberta, edmonton, t6e 5y2","+17 802-504-2660, +18 664-161-818"
iconic realty,real estate - agents & managers,"canada, ca, ontario, woodbridge, barrie, l4l 2s8",+14 166-237-5210
iconic salon,beauty salons | hair salons,"canada, ca, alberta, calgary, t2l 0e6",+14 032-891-4020
iconic tech,computer repair & service | electronical components retailer,"canada, ca, ontario, windsor, n9b 1k3",+15 199-710-919
iconnect mortgages,loans & financing | mortgage brokers,"canada, ca, ontario, scarborough, toronto, m1b 2w1",+14 162-914-555
icreative work,software development services,"canada, ca, ontario, oshawa, l1k 0j7","+12 892-401-234, +16 479-296-6260"
ics learn,legislative & government institutions | community center | executive,"united kingdom, gb, scotland, glasgow, g2 4gz",+44 800-056-3983
ict service elburg,computer repair & service | computer stores,"netherlands, nl, provincie gelderland, elburg, 8081",+31 639-787-9480
id technologies,web development agencies | social media agencies,"canada, ca, quebec, laval, h7l0j7","+14 509-678-200, +18 663-333-6620"
ida public library,legislative & government institutions | libraries | executive,"united states, us, illinois, belvidere, 61008",+18 155-443-8380
idaho board of nursing,legislative & government institutions | auto services | executive,"united states, , idaho, boise, ",+12 085-772-476
idaho department of correction,legislative & government institutions | police & sheriffs | auto services | executive,"united states, us, idaho, boise, 83706","+12 083-342-731, +12 086-582-000"
idaho department of health and welfare,legislative & government institutions | executive | social services & ngos,"united states, us, idaho, boise, caldwell, 83720, 83605","+12 083-345-5000, +18 009-262-588, +12 084-540-421"
idaho rural partnership,security guards & patrol services | social services & ngos,"united states, , idaho, boise, meridian, 83642",+12 083-321-730
idaho state department of agriculture,legislative & government institutions | farms & agriculture production | auto services | executive,"united states, us, idaho, twin falls, boise, 83712","+12 083-328-500, +12 087-362-195"
idb communication,commercial printing | digital & marketing agencies | graphic design | signs & commercial screens,"canada, ca, quebec, boucherville, blainville, j4b 6g4","+14 506-413-4850, +14 504-352-384"
idea communications,digital & marketing agencies | web development agencies,"canada, ca, quebec, longueuil, sherbrooke, j4h 1g1, j1h 5b8","+14 506-744-274, +18 195-664-961"
idea theorem,work clothing & protection equipment | computer stores,"canada, ca, ontario, toronto, m5c 1x6","+14 166-552-935, +14 167-953-6560"
ideal auto and tire,auto parts store | wheels & tire dealers | auto parts & repair shops,"canada, ca, alberta, edmonton, t6e 6c2",+17 804-685-8010
ideal auto wrecking,automobile dealers & manufacturers,"canada, ca, british columbia, chilliwack, v2r 4c3",+16 048-241-8220
ideal caregivers u,home health care | clinics - surgeons & physicians | dentists & dental clinics,"canada, ca, ontario, ottawa, ",+16 137-691-6690
ideal conveyancing,business consulting,"australia, au, victoria, beaconsfield, victoria",+61 397-689-566
ideal decorating,curtains & draperies | blinds | decorators & interior designers,"canada, ca, ontario, chatham, ",+15 193-518-5000
ideal health care,employment agencies & hr consulting | clinics - surgeons & physicians,"canada, ca, ontario, north york, m3n 3a1",+16 477-485-399
ideal home design,carpets | decorators & interior designers | malls & shopping centers,"canada, ca, ontario, milton, l9t 2x5, l9t 9g5",+19 058-640-8080
ideal integration,auto electrical equipment | electronical components retailer | other engineering services,"canada, ca, alberta, edmonton, t6e 5x7",+17 807-849-697
ideal pos,accounting & bookkeeping services | business consulting | software development services,"canada, ca, manitoba, winnipeg, r3h 0l2",+12 042-543-3250
ideal property care,landscaping & lawn services | property management,"canada, ca, alberta, medicine hat, t1b 0l7",+14 035-043-3730
ideal quality automobiles,automobile dealers & manufacturers | car rental,"canada, ca, ontario, mount brydges, n0l1w0",+15 192-641-1660
